Subprograma,Ano,campus,curso,turno,modalidade,modalidade_normalizada,escola_publica,faixa_renda,grupo_etnico,pcd,limite_salario_minimo,Nota Mínima,Nota Máxima,trienio,ano_inicial,ano_final,indice_trienio,curso_campus,curso_turno,curso_modalidade,curso_campus_turno,curso_modalidade_campus,curso_modalidade_turno
2018-2020,2020,Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-74.003,-50.838,2018-2020,2018,2020,1,Arquitetura e Urbanismo (Bacharelado) | Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado) | Diurno,Arquitetura e Urbanismo (Bacharelado) | EP_R1_NPPI,Arquitetura e Urbanismo (Bacharelado) | Darcy Ribeiro | Diurno,Arquitetura e Urbanismo (Bacharelado) | EP_R1_NPPI | Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado) | EP_R1_NPPI | Diurno
2018-2020,2020,Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-33.644,16.99,2018-2020,2018,2020,1,Arquitetura e Urbanismo (Bacharelado) | Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado) | Diurno,Arquitetura e Urbanismo (Bacharelado) | EP_R2_PPI,Arquitetura e Urbanismo (Bacharelado) | Darcy Ribeiro | Diurno,Arquitetura e Urbanismo (Bacharelado) | EP_R2_PPI | Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado) | EP_R2_PPI | Diurno
2018-2020,2020,Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,23.187,39.321,2018-2020,2018,2020,1,Arquitetura e Urbanismo (Bacharelado) | Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado) | Diurno,Arquitetura e Urbanismo (Bacharelado) | EP_R2_NPPI,Arquitetura e Urbanismo (Bacharelado) | Darcy Ribeiro | Diurno,Arquitetura e Urbanismo (Bacharelado) | EP_R2_NPPI | Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado) | EP_R2_NPPI | Diurno
2018-2020,2020,Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,46.911,54.412,2018-2020,2018,2020,1,Arquitetura e Urbanismo (Bacharelado) | Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado) | Diurno,Arquitetura e Urbanismo (Bacharelado) | CN,Arquitetura e Urbanismo (Bacharelado) | Darcy Ribeiro | Diurno,Arquitetura e Urbanismo (Bacharelado) | CN | Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado) | CN | Diurno
2018-2020,2020,Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado),Diurno,AC,AC,False,,,False,,65.986,111.643,2018-2020,2018,2020,1,Arquitetura e Urbanismo (Bacharelado) | Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado) | Diurno,Arquitetura e Urbanismo (Bacharelado) | AC,Arquitetura e Urbanismo (Bacharelado) | Darcy Ribeiro | Diurno,Arquitetura e Urbanismo (Bacharelado) | AC | Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado) | AC | Diurno
2018-2020,2020,Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado),Noturno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-65.025,5.459,2018-2020,2018,2020,1,Arquitetura e Urbanismo (Bacharelado) | Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado) | Noturno,Arquitetura e Urbanismo (Bacharelado) | EP_R1_NPPI,Arquitetura e Urbanismo (Bacharelado) | Darcy Ribeiro | Noturno,Arquitetura e Urbanismo (Bacharelado) | EP_R1_NPPI | Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado) | EP_R1_NPPI | Noturno
2018-2020,2020,Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado),Noturno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-17.044,-17.044,2018-2020,2018,2020,1,Arquitetura e Urbanismo (Bacharelado) | Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado) | Noturno,Arquitetura e Urbanismo (Bacharelado) | EP_R2_PPI,Arquitetura e Urbanismo (Bacharelado) | Darcy Ribeiro | Noturno,Arquitetura e Urbanismo (Bacharelado) | EP_R2_PPI | Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado) | EP_R2_PPI | Noturno
2018-2020,2020,Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-25.804,12.181,2018-2020,2018,2020,1,Arquitetura e Urbanismo (Bacharelado) | Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado) | Noturno,Arquitetura e Urbanismo (Bacharelado) | EP_R2_NPPI,Arquitetura e Urbanismo (Bacharelado) | Darcy Ribeiro | Noturno,Arquitetura e Urbanismo (Bacharelado) | EP_R2_NPPI | Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado) | EP_R2_NPPI | Noturno
2018-2020,2020,Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado),Noturno,CN,CN,False,,NEGROS,False,,-66.223,-53.075,2018-2020,2018,2020,1,Arquitetura e Urbanismo (Bacharelado) | Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado) | Noturno,Arquitetura e Urbanismo (Bacharelado) | CN,Arquitetura e Urbanismo (Bacharelado) | Darcy Ribeiro | Noturno,Arquitetura e Urbanismo (Bacharelado) | CN | Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado) | CN | Noturno
2018-2020,2020,Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado),Noturno,AC,AC,False,,,False,,-31.822,62.419,2018-2020,2018,2020,1,Arquitetura e Urbanismo (Bacharelado) | Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado) | Noturno,Arquitetura e Urbanismo (Bacharelado) | AC,Arquitetura e Urbanismo (Bacharelado) | Darcy Ribeiro | Noturno,Arquitetura e Urbanismo (Bacharelado) | AC | Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado) | AC | Noturno
2018-2020,2020,Darcy Ribeiro,Arquivologia (Bacharelado),Noturno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-36.22,-34.267,2018-2020,2018,2020,1,Arquivologia (Bacharelado) | Darcy Ribeiro,Arquivologia (Bacharelado) | Noturno,Arquivologia (Bacharelado) | EP_R2_PPI,Arquivologia (Bacharelado) | Darcy Ribeiro | Noturno,Arquivologia (Bacharelado) | EP_R2_PPI | Darcy Ribeiro,Arquivologia (Bacharelado) | EP_R2_PPI | Noturno
2018-2020,2020,Darcy Ribeiro,Arquivologia (Bacharelado),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-55.757,-55.757,2018-2020,2018,2020,1,Arquivologia (Bacharelado) | Darcy Ribeiro,Arquivologia (Bacharelado) | Noturno,Arquivologia (Bacharelado) | EP_R2_NPPI,Arquivologia (Bacharelado) | Darcy Ribeiro | Noturno,Arquivologia (Bacharelado) | EP_R2_NPPI | Darcy Ribeiro,Arquivologia (Bacharelado) | EP_R2_NPPI | Noturno
2018-2020,2020,Darcy Ribeiro,Arquivologia (Bacharelado),Noturno,CN,CN,False,,NEGROS,False,,-71.228,-71.228,2018-2020,2018,2020,1,Arquivologia (Bacharelado) | Darcy Ribeiro,Arquivologia (Bacharelado) | Noturno,Arquivologia (Bacharelado) | CN,Arquivologia (Bacharelado) | Darcy Ribeiro | Noturno,Arquivologia (Bacharelado) | CN | Darcy Ribeiro,Arquivologia (Bacharelado) | CN | Noturno
2018-2020,2020,Darcy Ribeiro,Arquivologia (Bacharelado),Noturno,AC,AC,False,,,False,,-46.303,-10.847,2018-2020,2018,2020,1,Arquivologia (Bacharelado) | Darcy Ribeiro,Arquivologia (Bacharelado) | Noturno,Arquivologia (Bacharelado) | AC,Arquivologia (Bacharelado) | Darcy Ribeiro | Noturno,Arquivologia (Bacharelado) | AC | Darcy Ribeiro,Arquivologia (Bacharelado) | AC | Noturno
2018-2020,2020,Darcy Ribeiro,Artes Cênicas (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-5.726,-5.726,2018-2020,2018,2020,1,Artes Cênicas (Bacharelado) | Darcy Ribeiro,Artes Cênicas (Bacharelado) | Diurno,Artes Cênicas (Bacharelado) | EP_R1_PPI,Artes Cênicas (Bacharelado) | Darcy Ribeiro | Diurno,Artes Cênicas (Bacharelado) | EP_R1_PPI | Darcy Ribeiro,Artes Cênicas (Bacharelado) | EP_R1_PPI | Diurno
2018-2020,2020,Darcy Ribeiro,Artes Cênicas (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,19.746,19.746,2018-2020,2018,2020,1,Artes Cênicas (Bacharelado) | Darcy Ribeiro,Artes Cênicas (Bacharelado) | Diurno,Artes Cênicas (Bacharelado) | EP_R2_NPPI,Artes Cênicas (Bacharelado) | Darcy Ribeiro | Diurno,Artes Cênicas (Bacharelado) | EP_R2_NPPI | Darcy Ribeiro,Artes Cênicas (Bacharelado) | EP_R2_NPPI | Diurno
2018-2020,2020,Darcy Ribeiro,Artes Cênicas (Bacharelado),Diurno,AC,AC,False,,,False,,-35.963,47.134,2018-2020,2018,2020,1,Artes Cênicas (Bacharelado) | Darcy Ribeiro,Artes Cênicas (Bacharelado) | Diurno,Artes Cênicas (Bacharelado) | AC,Artes Cênicas (Bacharelado) | Darcy Ribeiro | Diurno,Artes Cênicas (Bacharelado) | AC | Darcy Ribeiro,Artes Cênicas (Bacharelado) | AC | Diurno
2018-2020,2020,Darcy Ribeiro,Artes Cênicas (Literatura),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-68.553,-68.553,2018-2020,2018,2020,1,Artes Cênicas (Literatura) | Darcy Ribeiro,Artes Cênicas (Literatura) | Noturno,Artes Cênicas (Literatura) | EP_R2_NPPI,Artes Cênicas (Literatura) | Darcy Ribeiro | Noturno,Artes Cênicas (Literatura) | EP_R2_NPPI | Darcy Ribeiro,Artes Cênicas (Literatura) | EP_R2_NPPI | Noturno
2018-2020,2020,Darcy Ribeiro,Artes Cênicas (Literatura),Diurno,AC,AC,False,,,False,,-52.165,19.702,2018-2020,2018,2020,1,Artes Cênicas (Literatura) | Darcy Ribeiro,Artes Cênicas (Literatura) | Diurno,Artes Cênicas (Literatura) | AC,Artes Cênicas (Literatura) | Darcy Ribeiro | Diurno,Artes Cênicas (Literatura) | AC | Darcy Ribeiro,Artes Cênicas (Literatura) | AC | Diurno
2018-2020,2020,Darcy Ribeiro,Artes Visuais (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-37.278,-37.278,2018-2020,2018,2020,1,Artes Visuais (Bacharelado) | Darcy Ribeiro,Artes Visuais (Bacharelado) | Diurno,Artes Visuais (Bacharelado) | EP_R2_NPPI,Artes Visuais (Bacharelado) | Darcy Ribeiro | Diurno,Artes Visuais (Bacharelado) | EP_R2_NPPI | Darcy Ribeiro,Artes Visuais (Bacharelado) | EP_R2_NPPI | Diurno
2018-2020,2020,Darcy Ribeiro,Artes Visuais (Bacharelado),Diurno,AC,AC,False,,,False,,-54.583,41.796,2018-2020,2018,2020,1,Artes Visuais (Bacharelado) | Darcy Ribeiro,Artes Visuais (Bacharelado) | Diurno,Artes Visuais (Bacharelado) | AC,Artes Visuais (Bacharelado) | Darcy Ribeiro | Diurno,Artes Visuais (Bacharelado) | AC | Darcy Ribeiro,Artes Visuais (Bacharelado) | AC | Diurno
2018-2020,2020,Darcy Ribeiro,Artes Visuais (Licenciatura),Noturno,AC,AC,False,,,False,,-13.502,-13.502,2018-2020,2018,2020,1,Artes Visuais (Licenciatura) | Darcy Ribeiro,Artes Visuais (Licenciatura) | Noturno,Artes Visuais (Licenciatura) | AC,Artes Visuais (Licenciatura) | Darcy Ribeiro | Noturno,Artes Visuais (Licenciatura) | AC | Darcy Ribeiro,Artes Visuais (Licenciatura) | AC | Noturno
2018-2020,2020,Darcy Ribeiro,Artes Visuais (Licenciatura),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-23.125,-23.125,2018-2020,2018,2020,1,Artes Visuais (Licenciatura) | Darcy Ribeiro,Artes Visuais (Licenciatura) | Diurno,Artes Visuais (Licenciatura) | EP_R1_PPI,Artes Visuais (Licenciatura) | Darcy Ribeiro | Diurno,Artes Visuais (Licenciatura) | EP_R1_PPI | Darcy Ribeiro,Artes Visuais (Licenciatura) | EP_R1_PPI | Diurno
2018-2020,2020,Darcy Ribeiro,Artes Visuais (Licenciatura),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-17.979,-17.979,2018-2020,2018,2020,1,Artes Visuais (Licenciatura) | Darcy Ribeiro,Artes Visuais (Licenciatura) | Diurno,Artes Visuais (Licenciatura) | EP_R2_PPI,Artes Visuais (Licenciatura) | Darcy Ribeiro | Diurno,Artes Visuais (Licenciatura) | EP_R2_PPI | Darcy Ribeiro,Artes Visuais (Licenciatura) | EP_R2_PPI | Diurno
2018-2020,2020,Darcy Ribeiro,Artes Visuais (Licenciatura),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,29.145,29.145,2018-2020,2018,2020,1,Artes Visuais (Licenciatura) | Darcy Ribeiro,Artes Visuais (Licenciatura) | Diurno,Artes Visuais (Licenciatura) | EP_R2_NPPI,Artes Visuais (Licenciatura) | Darcy Ribeiro | Diurno,Artes Visuais (Licenciatura) | EP_R2_NPPI | Darcy Ribeiro,Artes Visuais (Licenciatura) | EP_R2_NPPI | Diurno
2018-2020,2020,Darcy Ribeiro,Artes Visuais (Licenciatura),Diurno,CN,CN,False,,NEGROS,False,,-30.845,-30.845,2018-2020,2018,2020,1,Artes Visuais (Licenciatura) | Darcy Ribeiro,Artes Visuais (Licenciatura) | Diurno,Artes Visuais (Licenciatura) | CN,Artes Visuais (Licenciatura) | Darcy Ribeiro | Diurno,Artes Visuais (Licenciatura) | CN | Darcy Ribeiro,Artes Visuais (Licenciatura) | CN | Diurno
2018-2020,2020,Darcy Ribeiro,Artes Visuais (Licenciatura),Diurno,AC,AC,False,,,False,,-56.057,28.223,2018-2020,2018,2020,1,Artes Visuais (Licenciatura) | Darcy Ribeiro,Artes Visuais (Licenciatura) | Diurno,Artes Visuais (Licenciatura) | AC,Artes Visuais (Licenciatura) | Darcy Ribeiro | Diurno,Artes Visuais (Licenciatura) | AC | Darcy Ribeiro,Artes Visuais (Licenciatura) | AC | Diurno
2018-2020,2020,Darcy Ribeiro,Biblioteconomia (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-18.898,-18.898,2018-2020,2018,2020,1,Biblioteconomia (Bacharelado) | Darcy Ribeiro,Biblioteconomia (Bacharelado) | Diurno,Biblioteconomia (Bacharelado) | EP_R2_NPPI,Biblioteconomia (Bacharelado) | Darcy Ribeiro | Diurno,Biblioteconomia (Bacharelado) | EP_R2_NPPI | Darcy Ribeiro,Biblioteconomia (Bacharelado) | EP_R2_NPPI | Diurno
2018-2020,2020,Darcy Ribeiro,Biblioteconomia (Bacharelado),Diurno,AC,AC,False,,,False,,-37.863,15.722,2018-2020,2018,2020,1,Biblioteconomia (Bacharelado) | Darcy Ribeiro,Biblioteconomia (Bacharelado) | Diurno,Biblioteconomia (Bacharelado) | AC,Biblioteconomia (Bacharelado) | Darcy Ribeiro | Diurno,Biblioteconomia (Bacharelado) | AC | Darcy Ribeiro,Biblioteconomia (Bacharelado) | AC | Diurno
2018-2020,2020,Darcy Ribeiro,Biologia (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-42.429,-6.123,2018-2020,2018,2020,1,Biologia (Bacharelado) | Darcy Ribeiro,Biologia (Bacharelado) | Diurno,Biologia (Bacharelado) | EP_R1_PPI,Biologia (Bacharelado) | Darcy Ribeiro | Diurno,Biologia (Bacharelado) | EP_R1_PPI | Darcy Ribeiro,Biologia (Bacharelado) | EP_R1_PPI | Diurno
2018-2020,2020,Darcy Ribeiro,Biologia (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-58.578,-3.085,2018-2020,2018,2020,1,Biologia (Bacharelado) | Darcy Ribeiro,Biologia (Bacharelado) | Diurno,Biologia (Bacharelado) | EP_R1_NPPI,Biologia (Bacharelado) | Darcy Ribeiro | Diurno,Biologia (Bacharelado) | EP_R1_NPPI | Darcy Ribeiro,Biologia (Bacharelado) | EP_R1_NPPI | Diurno
2018-2020,2020,Darcy Ribeiro,Biologia (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-40.62,42.573,2018-2020,2018,2020,1,Biologia (Bacharelado) | Darcy Ribeiro,Biologia (Bacharelado) | Diurno,Biologia (Bacharelado) | EP_R2_PPI,Biologia (Bacharelado) | Darcy Ribeiro | Diurno,Biologia (Bacharelado) | EP_R2_PPI | Darcy Ribeiro,Biologia (Bacharelado) | EP_R2_PPI | Diurno
2018-2020,2020,Darcy Ribeiro,Biologia (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,5.725,31.993,2018-2020,2018,2020,1,Biologia (Bacharelado) | Darcy Ribeiro,Biologia (Bacharelado) | Diurno,Biologia (Bacharelado) | EP_R2_NPPI,Biologia (Bacharelado) | Darcy Ribeiro | Diurno,Biologia (Bacharelado) | EP_R2_NPPI | Darcy Ribeiro,Biologia (Bacharelado) | EP_R2_NPPI | Diurno
2018-2020,2020,Darcy Ribeiro,Biologia (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,-8.39,-0.152,2018-2020,2018,2020,1,Biologia (Bacharelado) | Darcy Ribeiro,Biologia (Bacharelado) | Diurno,Biologia (Bacharelado) | CN,Biologia (Bacharelado) | Darcy Ribeiro | Diurno,Biologia (Bacharelado) | CN | Darcy Ribeiro,Biologia (Bacharelado) | CN | Diurno
2018-2020,2020,Darcy Ribeiro,Biologia (Bacharelado),Diurno,AC,AC,False,,,False,,47.639,102.589,2018-2020,2018,2020,1,Biologia (Bacharelado) | Darcy Ribeiro,Biologia (Bacharelado) | Diurno,Biologia (Bacharelado) | AC,Biologia (Bacharelado) | Darcy Ribeiro | Diurno,Biologia (Bacharelado) | AC | Darcy Ribeiro,Biologia (Bacharelado) | AC | Diurno
2018-2020,2020,Darcy Ribeiro,Biologia (Licenciatura),Noturno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-57.415,-43.489,2018-2020,2018,2020,1,Biologia (Licenciatura) | Darcy Ribeiro,Biologia (Licenciatura) | Noturno,Biologia (Licenciatura) | EP_R1_PPI,Biologia (Licenciatura) | Darcy Ribeiro | Noturno,Biologia (Licenciatura) | EP_R1_PPI | Darcy Ribeiro,Biologia (Licenciatura) | EP_R1_PPI | Noturno
2018-2020,2020,Darcy Ribeiro,Biologia (Licenciatura),Noturno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-17.581,-17.581,2018-2020,2018,2020,1,Biologia (Licenciatura) | Darcy Ribeiro,Biologia (Licenciatura) | Noturno,Biologia (Licenciatura) | EP_R2_PPI,Biologia (Licenciatura) | Darcy Ribeiro | Noturno,Biologia (Licenciatura) | EP_R2_PPI | Darcy Ribeiro,Biologia (Licenciatura) | EP_R2_PPI | Noturno
2018-2020,2020,Darcy Ribeiro,Biologia (Licenciatura),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-20.37,18.629,2018-2020,2018,2020,1,Biologia (Licenciatura) | Darcy Ribeiro,Biologia (Licenciatura) | Noturno,Biologia (Licenciatura) | EP_R2_NPPI,Biologia (Licenciatura) | Darcy Ribeiro | Noturno,Biologia (Licenciatura) | EP_R2_NPPI | Darcy Ribeiro,Biologia (Licenciatura) | EP_R2_NPPI | Noturno
2018-2020,2020,Darcy Ribeiro,Biologia (Licenciatura),Noturno,CN,CN,False,,NEGROS,False,,9.788,35.977,2018-2020,2018,2020,1,Biologia (Licenciatura) | Darcy Ribeiro,Biologia (Licenciatura) | Noturno,Biologia (Licenciatura) | CN,Biologia (Licenciatura) | Darcy Ribeiro | Noturno,Biologia (Licenciatura) | CN | Darcy Ribeiro,Biologia (Licenciatura) | CN | Noturno
2018-2020,2020,Darcy Ribeiro,Biologia (Licenciatura),Noturno,AC,AC,False,,,False,,-36.584,45.635,2018-2020,2018,2020,1,Biologia (Licenciatura) | Darcy Ribeiro,Biologia (Licenciatura) | Noturno,Biologia (Licenciatura) | AC,Biologia (Licenciatura) | Darcy Ribeiro | Noturno,Biologia (Licenciatura) | AC | Darcy Ribeiro,Biologia (Licenciatura) | AC | Noturno
2018-2020,2020,Darcy Ribeiro,Biotecnologia (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-47.176,-47.176,2018-2020,2018,2020,1,Biotecnologia (Bacharelado) | Darcy Ribeiro,Biotecnologia (Bacharelado) | Diurno,Biotecnologia (Bacharelado) | EP_R1_PPI,Biotecnologia (Bacharelado) | Darcy Ribeiro | Diurno,Biotecnologia (Bacharelado) | EP_R1_PPI | Darcy Ribeiro,Biotecnologia (Bacharelado) | EP_R1_PPI | Diurno
2018-2020,2020,Darcy Ribeiro,Biotecnologia (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-40.891,40.546,2018-2020,2018,2020,1,Biotecnologia (Bacharelado) | Darcy Ribeiro,Biotecnologia (Bacharelado) | Diurno,Biotecnologia (Bacharelado) | EP_R2_PPI,Biotecnologia (Bacharelado) | Darcy Ribeiro | Diurno,Biotecnologia (Bacharelado) | EP_R2_PPI | Darcy Ribeiro,Biotecnologia (Bacharelado) | EP_R2_PPI | Diurno
2018-2020,2020,Darcy Ribeiro,Biotecnologia (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-60.398,32.963,2018-2020,2018,2020,1,Biotecnologia (Bacharelado) | Darcy Ribeiro,Biotecnologia (Bacharelado) | Diurno,Biotecnologia (Bacharelado) | EP_R2_NPPI,Biotecnologia (Bacharelado) | Darcy Ribeiro | Diurno,Biotecnologia (Bacharelado) | EP_R2_NPPI | Darcy Ribeiro,Biotecnologia (Bacharelado) | EP_R2_NPPI | Diurno
2018-2020,2020,Darcy Ribeiro,Biotecnologia (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,-40.953,-1.459,2018-2020,2018,2020,1,Biotecnologia (Bacharelado) | Darcy Ribeiro,Biotecnologia (Bacharelado) | Diurno,Biotecnologia (Bacharelado) | CN,Biotecnologia (Bacharelado) | Darcy Ribeiro | Diurno,Biotecnologia (Bacharelado) | CN | Darcy Ribeiro,Biotecnologia (Bacharelado) | CN | Diurno
2018-2020,2020,Darcy Ribeiro,Biotecnologia (Bacharelado),Diurno,AC,AC,False,,,False,,13.962,103.116,2018-2020,2018,2020,1,Biotecnologia (Bacharelado) | Darcy Ribeiro,Biotecnologia (Bacharelado) | Diurno,Biotecnologia (Bacharelado) | AC,Biotecnologia (Bacharelado) | Darcy Ribeiro | Diurno,Biotecnologia (Bacharelado) | AC | Darcy Ribeiro,Biotecnologia (Bacharelado) | AC | Diurno
2018-2020,2020,Darcy Ribeiro,Ciência Política (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-20.735,4.398,2018-2020,2018,2020,1,Ciência Política (Bacharelado) | Darcy Ribeiro,Ciência Política (Bacharelado) | Diurno,Ciência Política (Bacharelado) | EP_R1_PPI,Ciência Política (Bacharelado) | Darcy Ribeiro | Diurno,Ciência Política (Bacharelado) | EP_R1_PPI | Darcy Ribeiro,Ciência Política (Bacharelado) | EP_R1_PPI | Diurno
2018-2020,2020,Darcy Ribeiro,Ciência Política (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-23.763,2.994,2018-2020,2018,2020,1,Ciência Política (Bacharelado) | Darcy Ribeiro,Ciência Política (Bacharelado) | Diurno,Ciência Política (Bacharelado) | EP_R1_NPPI,Ciência Política (Bacharelado) | Darcy Ribeiro | Diurno,Ciência Política (Bacharelado) | EP_R1_NPPI | Darcy Ribeiro,Ciência Política (Bacharelado) | EP_R1_NPPI | Diurno
2018-2020,2020,Darcy Ribeiro,Ciência Política (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-68.378,55.251,2018-2020,2018,2020,1,Ciência Política (Bacharelado) | Darcy Ribeiro,Ciência Política (Bacharelado) | Diurno,Ciência Política (Bacharelado) | EP_R2_PPI,Ciência Política (Bacharelado) | Darcy Ribeiro | Diurno,Ciência Política (Bacharelado) | EP_R2_PPI | Darcy Ribeiro,Ciência Política (Bacharelado) | EP_R2_PPI | Diurno
2018-2020,2020,Darcy Ribeiro,Ciência Política (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-48.057,24.311,2018-2020,2018,2020,1,Ciência Política (Bacharelado) | Darcy Ribeiro,Ciência Política (Bacharelado) | Diurno,Ciência Política (Bacharelado) | EP_R2_NPPI,Ciência Política (Bacharelado) | Darcy Ribeiro | Diurno,Ciência Política (Bacharelado) | EP_R2_NPPI | Darcy Ribeiro,Ciência Política (Bacharelado) | EP_R2_NPPI | Diurno
2018-2020,2020,Darcy Ribeiro,Ciência Política (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,-6.36,63.804,2018-2020,2018,2020,1,Ciência Política (Bacharelado) | Darcy Ribeiro,Ciência Política (Bacharelado) | Diurno,Ciência Política (Bacharelado) | CN,Ciência Política (Bacharelado) | Darcy Ribeiro | Diurno,Ciência Política (Bacharelado) | CN | Darcy Ribeiro,Ciência Política (Bacharelado) | CN | Diurno
2018-2020,2020,Darcy Ribeiro,Ciência Política (Bacharelado),Diurno,AC,AC,False,,,False,,-16.226,118.576,2018-2020,2018,2020,1,Ciência Política (Bacharelado) | Darcy Ribeiro,Ciência Política (Bacharelado) | Diurno,Ciência Política (Bacharelado) | AC,Ciência Política (Bacharelado) | Darcy Ribeiro | Diurno,Ciência Política (Bacharelado) | AC | Darcy Ribeiro,Ciência Política (Bacharelado) | AC | Diurno
