Subprograma,Ano,campus,curso,turno,modalidade,modalidade_normalizada,escola_publica,faixa_renda,grupo_etnico,pcd,limite_salario_minimo,Nota Mínima,Nota Máxima,trienio,ano_inicial,ano_final,indice_trienio,curso_campus,curso_turno,curso_modalidade,curso_campus_turno,curso_modalidade_campus,curso_modalidade_turno
2023-2025,2025,Darcy Ribeiro,Engenharia de Produção (Bacharelado),Noturno,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,PPIQ,False,1.0,-5.763,-5.763,2023-2025,2023,2025,6,Engenharia de Produção (Bacharelado) | Darcy Ribeiro,Engenharia de Produção (Bacharelado) | Noturno,Engenharia de Produção (Bacharelado) | EP_R2_PPIQ,Engenharia de Produção (Bacharelado) | Darcy Ribeiro | Noturno,Engenharia de Produção (Bacharelado) | EP_R2_PPIQ | Darcy Ribeiro,Engenharia de Produção (Bacharelado) | EP_R2_PPIQ | Noturno
2023-2025,2025,Darcy Ribeiro,Engenharia de Produção (Bacharelado),Noturno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,-30.464,60.182,2023-2025,2023,2025,6,Engenharia de Produção (Bacharelado) | Darcy Ribeiro,Engenharia de Produção (Bacharelado) | Noturno,Engenharia de Produção (Bacharelado) | EP_R2_NPPIQ,Engenharia de Produção (Bacharelado) | Darcy Ribeiro | Noturno,Engenharia de Produção (Bacharelado) | EP_R2_NPPIQ | Darcy Ribeiro,Engenharia de Produção (Bacharelado) | EP_R2_NPPIQ | Noturno
2023-2025,2025,Darcy Ribeiro,Engenharia de Produção (Bacharelado),Noturno,CN,CN,False,,NEGROS,False,,-31.733,-31.733,2023-2025,2023,2025,6,Engenharia de Produção (Bacharelado) | Darcy Ribeiro,Engenharia de Produção (Bacharelado) | Noturno,Engenharia de Produção (Bacharelado) | CN,Engenharia de Produção (Bacharelado) | Darcy Ribeiro | Noturno,Engenharia de Produção (Bacharelado) | CN | Darcy Ribeiro,Engenharia de Produção (Bacharelado) | CN | Noturno
2023-2025,2025,Darcy Ribeiro,Engenharia de Produção (Bacharelado),Noturno,AC,AC,False,,,False,,49.032,130.073,2023-2025,2023,2025,6,Engenharia de Produção (Bacharelado) | Darcy Ribeiro,Engenharia de Produção (Bacharelado) | Noturno,Engenharia de Produção (Bacharelado) | AC,Engenharia de Produção (Bacharelado) | Darcy Ribeiro | Noturno,Engenharia de Produção (Bacharelado) | AC | Darcy Ribeiro,Engenharia de Produção (Bacharelado) | AC | Noturno
2023-2025,2025,Darcy Ribeiro,Engenharia de Redes de Comunicação (Bacharelado),Diurno,EP_R1_NPPIQ,EP_R1_NPPIQ,True,R1,NPPIQ,False,1.0,-55.125,-55.125,2023-2025,2023,2025,6,Engenharia de Redes de Comunicação (Bacharelado) | Darcy Ribeiro,Engenharia de Redes de Comunicação (Bacharelado) | Diurno,Engenharia de Redes de Comunicação (Bacharelado) | EP_R1_NPPIQ,Engenharia de Redes de Comunicação (Bacharelado) | Darcy Ribeiro | Diurno,Engenharia de Redes de Comunicação (Bacharelado) | EP_R1_NPPIQ | Darcy Ribeiro,Engenharia de Redes de Comunicação (Bacharelado) | EP_R1_NPPIQ | Diurno
2023-2025,2025,Darcy Ribeiro,Engenharia de Redes de Comunicação (Bacharelado),Diurno,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,PPIQ,False,1.0,-54.018,-24.926,2023-2025,2023,2025,6,Engenharia de Redes de Comunicação (Bacharelado) | Darcy Ribeiro,Engenharia de Redes de Comunicação (Bacharelado) | Diurno,Engenharia de Redes de Comunicação (Bacharelado) | EP_R2_PPIQ,Engenharia de Redes de Comunicação (Bacharelado) | Darcy Ribeiro | Diurno,Engenharia de Redes de Comunicação (Bacharelado) | EP_R2_PPIQ | Darcy Ribeiro,Engenharia de Redes de Comunicação (Bacharelado) | EP_R2_PPIQ | Diurno
2023-2025,2025,Darcy Ribeiro,Engenharia de Redes de Comunicação (Bacharelado),Diurno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,-73.187,2.297,2023-2025,2023,2025,6,Engenharia de Redes de Comunicação (Bacharelado) | Darcy Ribeiro,Engenharia de Redes de Comunicação (Bacharelado) | Diurno,Engenharia de Redes de Comunicação (Bacharelado) | EP_R2_NPPIQ,Engenharia de Redes de Comunicação (Bacharelado) | Darcy Ribeiro | Diurno,Engenharia de Redes de Comunicação (Bacharelado) | EP_R2_NPPIQ | Darcy Ribeiro,Engenharia de Redes de Comunicação (Bacharelado) | EP_R2_NPPIQ | Diurno
2023-2025,2025,Darcy Ribeiro,Engenharia de Redes de Comunicação (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,-20.38,-20.38,2023-2025,2023,2025,6,Engenharia de Redes de Comunicação (Bacharelado) | Darcy Ribeiro,Engenharia de Redes de Comunicação (Bacharelado) | Diurno,Engenharia de Redes de Comunicação (Bacharelado) | CN,Engenharia de Redes de Comunicação (Bacharelado) | Darcy Ribeiro | Diurno,Engenharia de Redes de Comunicação (Bacharelado) | CN | Darcy Ribeiro,Engenharia de Redes de Comunicação (Bacharelado) | CN | Diurno
2023-2025,2025,Darcy Ribeiro,Engenharia de Redes de Comunicação (Bacharelado),Diurno,AC,AC,False,,,False,,34.703,63.406,2023-2025,2023,2025,6,Engenharia de Redes de Comunicação (Bacharelado) | Darcy Ribeiro,Engenharia de Redes de Comunicação (Bacharelado) | Diurno,Engenharia de Redes de Comunicação (Bacharelado) | AC,Engenharia de Redes de Comunicação (Bacharelado) | Darcy Ribeiro | Diurno,Engenharia de Redes de Comunicação (Bacharelado) | AC | Darcy Ribeiro,Engenharia de Redes de Comunicação (Bacharelado) | AC | Diurno
2023-2025,2025,Darcy Ribeiro,Estatística (Bacharelado),Diurno,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,PPIQ,False,1.0,-34.447,-34.447,2023-2025,2023,2025,6,Estatística (Bacharelado) | Darcy Ribeiro,Estatística (Bacharelado) | Diurno,Estatística (Bacharelado) | EP_R2_PPIQ,Estatística (Bacharelado) | Darcy Ribeiro | Diurno,Estatística (Bacharelado) | EP_R2_PPIQ | Darcy Ribeiro,Estatística (Bacharelado) | EP_R2_PPIQ | Diurno
2023-2025,2025,Darcy Ribeiro,Estatística (Bacharelado),Diurno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,-27.068,22.541,2023-2025,2023,2025,6,Estatística (Bacharelado) | Darcy Ribeiro,Estatística (Bacharelado) | Diurno,Estatística (Bacharelado) | EP_R2_NPPIQ,Estatística (Bacharelado) | Darcy Ribeiro | Diurno,Estatística (Bacharelado) | EP_R2_NPPIQ | Darcy Ribeiro,Estatística (Bacharelado) | EP_R2_NPPIQ | Diurno
2023-2025,2025,Darcy Ribeiro,Estatística (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,8.239,8.239,2023-2025,2023,2025,6,Estatística (Bacharelado) | Darcy Ribeiro,Estatística (Bacharelado) | Diurno,Estatística (Bacharelado) | CN,Estatística (Bacharelado) | Darcy Ribeiro | Diurno,Estatística (Bacharelado) | CN | Darcy Ribeiro,Estatística (Bacharelado) | CN | Diurno
2023-2025,2025,Darcy Ribeiro,Estatística (Bacharelado),Diurno,AC,AC,False,,,False,,14.483,111.408,2023-2025,2023,2025,6,Estatística (Bacharelado) | Darcy Ribeiro,Estatística (Bacharelado) | Diurno,Estatística (Bacharelado) | AC,Estatística (Bacharelado) | Darcy Ribeiro | Diurno,Estatística (Bacharelado) | AC | Darcy Ribeiro,Estatística (Bacharelado) | AC | Diurno
2023-2025,2025,Darcy Ribeiro,Farmácia (Bacharelado),Diurno,EP_R1_NPPIQ,EP_R1_NPPIQ,True,R1,NPPIQ,False,1.0,-45.41,3.367,2023-2025,2023,2025,6,Farmácia (Bacharelado) | Darcy Ribeiro,Farmácia (Bacharelado) | Diurno,Farmácia (Bacharelado) | EP_R1_NPPIQ,Farmácia (Bacharelado) | Darcy Ribeiro | Diurno,Farmácia (Bacharelado) | EP_R1_NPPIQ | Darcy Ribeiro,Farmácia (Bacharelado) | EP_R1_NPPIQ | Diurno
2023-2025,2025,Darcy Ribeiro,Farmácia (Bacharelado),Diurno,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,PPIQ,False,1.0,-19.971,38.952,2023-2025,2023,2025,6,Farmácia (Bacharelado) | Darcy Ribeiro,Farmácia (Bacharelado) | Diurno,Farmácia (Bacharelado) | EP_R2_PPIQ,Farmácia (Bacharelado) | Darcy Ribeiro | Diurno,Farmácia (Bacharelado) | EP_R2_PPIQ | Darcy Ribeiro,Farmácia (Bacharelado) | EP_R2_PPIQ | Diurno
2023-2025,2025,Darcy Ribeiro,Farmácia (Bacharelado),Diurno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,50.704,50.704,2023-2025,2023,2025,6,Farmácia (Bacharelado) | Darcy Ribeiro,Farmácia (Bacharelado) | Diurno,Farmácia (Bacharelado) | EP_R2_NPPIQ,Farmácia (Bacharelado) | Darcy Ribeiro | Diurno,Farmácia (Bacharelado) | EP_R2_NPPIQ | Darcy Ribeiro,Farmácia (Bacharelado) | EP_R2_NPPIQ | Diurno
2023-2025,2025,Darcy Ribeiro,Farmácia (Bacharelado),Diurno,EP_R2_NPPIQ_PCD,EP_R2_NPPIQ_PCD,True,R2,NPPIQ,True,1.0,0.119,0.119,2023-2025,2023,2025,6,Farmácia (Bacharelado) | Darcy Ribeiro,Farmácia (Bacharelado) | Diurno,Farmácia (Bacharelado) | EP_R2_NPPIQ_PCD,Farmácia (Bacharelado) | Darcy Ribeiro | Diurno,Farmácia (Bacharelado) | EP_R2_NPPIQ_PCD | Darcy Ribeiro,Farmácia (Bacharelado) | EP_R2_NPPIQ_PCD | Diurno
2023-2025,2025,Darcy Ribeiro,Farmácia (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,15.902,15.902,2023-2025,2023,2025,6,Farmácia (Bacharelado) | Darcy Ribeiro,Farmácia (Bacharelado) | Diurno,Farmácia (Bacharelado) | CN,Farmácia (Bacharelado) | Darcy Ribeiro | Diurno,Farmácia (Bacharelado) | CN | Darcy Ribeiro,Farmácia (Bacharelado) | CN | Diurno
2023-2025,2025,Darcy Ribeiro,Farmácia (Bacharelado),Diurno,AC,AC,False,,,False,,51.18,93.959,2023-2025,2023,2025,6,Farmácia (Bacharelado) | Darcy Ribeiro,Farmácia (Bacharelado) | Diurno,Farmácia (Bacharelado) | AC,Farmácia (Bacharelado) | Darcy Ribeiro | Diurno,Farmácia (Bacharelado) | AC | Darcy Ribeiro,Farmácia (Bacharelado) | AC | Diurno
2023-2025,2025,Darcy Ribeiro,Farmácia (Bacharelado),Noturno,EP_R1_NPPIQ,EP_R1_NPPIQ,True,R1,NPPIQ,False,1.0,-32.371,-7.88,2023-2025,2023,2025,6,Farmácia (Bacharelado) | Darcy Ribeiro,Farmácia (Bacharelado) | Noturno,Farmácia (Bacharelado) | EP_R1_NPPIQ,Farmácia (Bacharelado) | Darcy Ribeiro | Noturno,Farmácia (Bacharelado) | EP_R1_NPPIQ | Darcy Ribeiro,Farmácia (Bacharelado) | EP_R1_NPPIQ | Noturno
2023-2025,2025,Darcy Ribeiro,Farmácia (Bacharelado),Noturno,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,PPIQ,False,1.0,-46.669,-21.564,2023-2025,2023,2025,6,Farmácia (Bacharelado) | Darcy Ribeiro,Farmácia (Bacharelado) | Noturno,Farmácia (Bacharelado) | EP_R2_PPIQ,Farmácia (Bacharelado) | Darcy Ribeiro | Noturno,Farmácia (Bacharelado) | EP_R2_PPIQ | Darcy Ribeiro,Farmácia (Bacharelado) | EP_R2_PPIQ | Noturno
2023-2025,2025,Darcy Ribeiro,Farmácia (Bacharelado),Noturno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,-10.117,7.338,2023-2025,2023,2025,6,Farmácia (Bacharelado) | Darcy Ribeiro,Farmácia (Bacharelado) | Noturno,Farmácia (Bacharelado) | EP_R2_NPPIQ,Farmácia (Bacharelado) | Darcy Ribeiro | Noturno,Farmácia (Bacharelado) | EP_R2_NPPIQ | Darcy Ribeiro,Farmácia (Bacharelado) | EP_R2_NPPIQ | Noturno
2023-2025,2025,Darcy Ribeiro,Farmácia (Bacharelado),Noturno,AC,AC,False,,,False,,18.047,45.641,2023-2025,2023,2025,6,Farmácia (Bacharelado) | Darcy Ribeiro,Farmácia (Bacharelado) | Noturno,Farmácia (Bacharelado) | AC,Farmácia (Bacharelado) | Darcy Ribeiro | Noturno,Farmácia (Bacharelado) | AC | Darcy Ribeiro,Farmácia (Bacharelado) | AC | Noturno
2023-2025,2025,Darcy Ribeiro,Filosofia (Bacharelado/Licenciatura),Diurno,AC,AC,False,,,False,,-100.426,-3.548,2023-2025,2023,2025,6,Filosofia (Bacharelado/Licenciatura) | Darcy Ribeiro,Filosofia (Bacharelado/Licenciatura) | Diurno,Filosofia (Bacharelado/Licenciatura) | AC,Filosofia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno,Filosofia (Bacharelado/Licenciatura) | AC | Darcy Ribeiro,Filosofia (Bacharelado/Licenciatura) | AC | Diurno
2023-2025,2025,Darcy Ribeiro,Filosofia (Licenciatura),Noturno,AC,AC,False,,,False,,-52.159,5.216,2023-2025,2023,2025,6,Filosofia (Licenciatura) | Darcy Ribeiro,Filosofia (Licenciatura) | Noturno,Filosofia (Licenciatura) | AC,Filosofia (Licenciatura) | Darcy Ribeiro | Noturno,Filosofia (Licenciatura) | AC | Darcy Ribeiro,Filosofia (Licenciatura) | AC | Noturno
2023-2025,2025,Darcy Ribeiro,Física (Bacharelado),Diurno,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,PPIQ,False,1.0,-15.865,-15.865,2023-2025,2023,2025,6,Física (Bacharelado) | Darcy Ribeiro,Física (Bacharelado) | Diurno,Física (Bacharelado) | EP_R2_PPIQ,Física (Bacharelado) | Darcy Ribeiro | Diurno,Física (Bacharelado) | EP_R2_PPIQ | Darcy Ribeiro,Física (Bacharelado) | EP_R2_PPIQ | Diurno
2023-2025,2025,Darcy Ribeiro,Física (Bacharelado),Diurno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,-29.298,5.538,2023-2025,2023,2025,6,Física (Bacharelado) | Darcy Ribeiro,Física (Bacharelado) | Diurno,Física (Bacharelado) | EP_R2_NPPIQ,Física (Bacharelado) | Darcy Ribeiro | Diurno,Física (Bacharelado) | EP_R2_NPPIQ | Darcy Ribeiro,Física (Bacharelado) | EP_R2_NPPIQ | Diurno
2023-2025,2025,Darcy Ribeiro,Física (Bacharelado),Diurno,AC,AC,False,,,False,,14.167,97.592,2023-2025,2023,2025,6,Física (Bacharelado) | Darcy Ribeiro,Física (Bacharelado) | Diurno,Física (Bacharelado) | AC,Física (Bacharelado) | Darcy Ribeiro | Diurno,Física (Bacharelado) | AC | Darcy Ribeiro,Física (Bacharelado) | AC | Diurno
2023-2025,2025,Darcy Ribeiro,Física (Licenciatura),Noturno,AC,AC,False,,,False,,-62.273,125.678,2023-2025,2023,2025,6,Física (Licenciatura) | Darcy Ribeiro,Física (Licenciatura) | Noturno,Física (Licenciatura) | AC,Física (Licenciatura) | Darcy Ribeiro | Noturno,Física (Licenciatura) | AC | Darcy Ribeiro,Física (Licenciatura) | AC | Noturno
2023-2025,2025,Darcy Ribeiro,Geofísica (Bacharelado),Diurno,AC,AC,False,,,False,,-47.993,45.309,2023-2025,2023,2025,6,Geofísica (Bacharelado) | Darcy Ribeiro,Geofísica (Bacharelado) | Diurno,Geofísica (Bacharelado) | AC,Geofísica (Bacharelado) | Darcy Ribeiro | Diurno,Geofísica (Bacharelado) | AC | Darcy Ribeiro,Geofísica (Bacharelado) | AC | Diurno
2023-2025,2025,Darcy Ribeiro,Geografia (Bacharelado/Licenciatura),Diurno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,-66.839,-44.521,2023-2025,2023,2025,6,Geografia (Bacharelado/Licenciatura) | Darcy Ribeiro,Geografia (Bacharelado/Licenciatura) | Diurno,Geografia (Bacharelado/Licenciatura) | EP_R2_NPPIQ,Geografia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno,Geografia (Bacharelado/Licenciatura) | EP_R2_NPPIQ | Darcy Ribeiro,Geografia (Bacharelado/Licenciatura) | EP_R2_NPPIQ | Diurno
2023-2025,2025,Darcy Ribeiro,Geografia (Bacharelado/Licenciatura),Diurno,AC,AC,False,,,False,,-90.016,129.343,2023-2025,2023,2025,6,Geografia (Bacharelado/Licenciatura) | Darcy Ribeiro,Geografia (Bacharelado/Licenciatura) | Diurno,Geografia (Bacharelado/Licenciatura) | AC,Geografia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno,Geografia (Bacharelado/Licenciatura) | AC | Darcy Ribeiro,Geografia (Bacharelado/Licenciatura) | AC | Diurno
2023-2025,2025,Darcy Ribeiro,Geologia (Bacharelado),Diurno,AC,AC,False,,,False,,-63.489,80.103,2023-2025,2023,2025,6,Geologia (Bacharelado) | Darcy Ribeiro,Geologia (Bacharelado) | Diurno,Geologia (Bacharelado) | AC,Geologia (Bacharelado) | Darcy Ribeiro | Diurno,Geologia (Bacharelado) | AC | Darcy Ribeiro,Geologia (Bacharelado) | AC | Diurno
2023-2025,2025,Darcy Ribeiro,Gestão de Agronegócio (Bacharelado),Noturno,AC,AC,False,,,False,,-46.176,16.69,2023-2025,2023,2025,6,Gestão de Agronegócio (Bacharelado) | Darcy Ribeiro,Gestão de Agronegócio (Bacharelado) | Noturno,Gestão de Agronegócio (Bacharelado) | AC,Gestão de Agronegócio (Bacharelado) | Darcy Ribeiro | Noturno,Gestão de Agronegócio (Bacharelado) | AC | Darcy Ribeiro,Gestão de Agronegócio (Bacharelado) | AC | Noturno
2023-2025,2025,Darcy Ribeiro,Gestão de Políticas Públicas (Bacharelado),Noturno,EP_R1_NPPIQ,EP_R1_NPPIQ,True,R1,NPPIQ,False,1.0,-34.132,-29.67,2023-2025,2023,2025,6,Gestão de Políticas Públicas (Bacharelado) | Darcy Ribeiro,Gestão de Políticas Públicas (Bacharelado) | Noturno,Gestão de Políticas Públicas (Bacharelado) | EP_R1_NPPIQ,Gestão de Políticas Públicas (Bacharelado) | Darcy Ribeiro | Noturno,Gestão de Políticas Públicas (Bacharelado) | EP_R1_NPPIQ | Darcy Ribeiro,Gestão de Políticas Públicas (Bacharelado) | EP_R1_NPPIQ | Noturno
2023-2025,2025,Darcy Ribeiro,Gestão de Políticas Públicas (Bacharelado),Noturno,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,PPIQ,False,1.0,-50.028,-41.002,2023-2025,2023,2025,6,Gestão de Políticas Públicas (Bacharelado) | Darcy Ribeiro,Gestão de Políticas Públicas (Bacharelado) | Noturno,Gestão de Políticas Públicas (Bacharelado) | EP_R2_PPIQ,Gestão de Políticas Públicas (Bacharelado) | Darcy Ribeiro | Noturno,Gestão de Políticas Públicas (Bacharelado) | EP_R2_PPIQ | Darcy Ribeiro,Gestão de Políticas Públicas (Bacharelado) | EP_R2_PPIQ | Noturno
2023-2025,2025,Darcy Ribeiro,Gestão de Políticas Públicas (Bacharelado),Noturno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,-39.713,-11.757,2023-2025,2023,2025,6,Gestão de Políticas Públicas (Bacharelado) | Darcy Ribeiro,Gestão de Políticas Públicas (Bacharelado) | Noturno,Gestão de Políticas Públicas (Bacharelado) | EP_R2_NPPIQ,Gestão de Políticas Públicas (Bacharelado) | Darcy Ribeiro | Noturno,Gestão de Políticas Públicas (Bacharelado) | EP_R2_NPPIQ | Darcy Ribeiro,Gestão de Políticas Públicas (Bacharelado) | EP_R2_NPPIQ | Noturno
2023-2025,2025,Darcy Ribeiro,Gestão de Políticas Públicas (Bacharelado),Noturno,CN,CN,False,,NEGROS,False,,-10.584,-10.584,2023-2025,2023,2025,6,Gestão de Políticas Públicas (Bacharelado) | Darcy Ribeiro,Gestão de Políticas Públicas (Bacharelado) | Noturno,Gestão de Políticas Públicas (Bacharelado) | CN,Gestão de Políticas Públicas (Bacharelado) | Darcy Ribeiro | Noturno,Gestão de Políticas Públicas (Bacharelado) | CN | Darcy Ribeiro,Gestão de Políticas Públicas (Bacharelado) | CN | Noturno
2023-2025,2025,Darcy Ribeiro,Gestão de Políticas Públicas (Bacharelado),Noturno,AC,AC,False,,,False,,-2.832,64.854,2023-2025,2023,2025,6,Gestão de Políticas Públicas (Bacharelado) | Darcy Ribeiro,Gestão de Políticas Públicas (Bacharelado) | Noturno,Gestão de Políticas Públicas (Bacharelado) | AC,Gestão de Políticas Públicas (Bacharelado) | Darcy Ribeiro | Noturno,Gestão de Políticas Públicas (Bacharelado) | AC | Darcy Ribeiro,Gestão de Políticas Públicas (Bacharelado) | AC | Noturno
2023-2025,2025,Darcy Ribeiro,História (Bacharelado/Licenciatura),Diurno,EP_R1_NPPIQ,EP_R1_NPPIQ,True,R1,NPPIQ,False,1.0,-17.032,14.503,2023-2025,2023,2025,6,História (Bacharelado/Licenciatura) | Darcy Ribeiro,História (Bacharelado/Licenciatura) | Diurno,História (Bacharelado/Licenciatura) | EP_R1_NPPIQ,História (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno,História (Bacharelado/Licenciatura) | EP_R1_NPPIQ | Darcy Ribeiro,História (Bacharelado/Licenciatura) | EP_R1_NPPIQ | Diurno
2023-2025,2025,Darcy Ribeiro,História (Bacharelado/Licenciatura),Diurno,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,PPIQ,False,1.0,-31.06,16.426,2023-2025,2023,2025,6,História (Bacharelado/Licenciatura) | Darcy Ribeiro,História (Bacharelado/Licenciatura) | Diurno,História (Bacharelado/Licenciatura) | EP_R2_PPIQ,História (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno,História (Bacharelado/Licenciatura) | EP_R2_PPIQ | Darcy Ribeiro,História (Bacharelado/Licenciatura) | EP_R2_PPIQ | Diurno
2023-2025,2025,Darcy Ribeiro,História (Bacharelado/Licenciatura),Diurno,EP_R2_PPIQ_PCD,EP_R2_PPIQ_PCD,True,R2,PPIQ,True,1.0,-30.955,-30.955,2023-2025,2023,2025,6,História (Bacharelado/Licenciatura) | Darcy Ribeiro,História (Bacharelado/Licenciatura) | Diurno,História (Bacharelado/Licenciatura) | EP_R2_PPIQ_PCD,História (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno,História (Bacharelado/Licenciatura) | EP_R2_PPIQ_PCD | Darcy Ribeiro,História (Bacharelado/Licenciatura) | EP_R2_PPIQ_PCD | Diurno
2023-2025,2025,Darcy Ribeiro,História (Bacharelado/Licenciatura),Diurno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,21.418,21.418,2023-2025,2023,2025,6,História (Bacharelado/Licenciatura) | Darcy Ribeiro,História (Bacharelado/Licenciatura) | Diurno,História (Bacharelado/Licenciatura) | EP_R2_NPPIQ,História (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno,História (Bacharelado/Licenciatura) | EP_R2_NPPIQ | Darcy Ribeiro,História (Bacharelado/Licenciatura) | EP_R2_NPPIQ | Diurno
2023-2025,2025,Darcy Ribeiro,História (Bacharelado/Licenciatura),Diurno,EP_R2_NPPIQ_PCD,EP_R2_NPPIQ_PCD,True,R2,NPPIQ,True,1.0,-4.958,-4.958,2023-2025,2023,2025,6,História (Bacharelado/Licenciatura) | Darcy Ribeiro,História (Bacharelado/Licenciatura) | Diurno,História (Bacharelado/Licenciatura) | EP_R2_NPPIQ_PCD,História (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno,História (Bacharelado/Licenciatura) | EP_R2_NPPIQ_PCD | Darcy Ribeiro,História (Bacharelado/Licenciatura) | EP_R2_NPPIQ_PCD | Diurno
2023-2025,2025,Darcy Ribeiro,História (Bacharelado/Licenciatura),Diurno,CN,CN,False,,NEGROS,False,,-27.232,-27.232,2023-2025,2023,2025,6,História (Bacharelado/Licenciatura) | Darcy Ribeiro,História (Bacharelado/Licenciatura) | Diurno,História (Bacharelado/Licenciatura) | CN,História (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno,História (Bacharelado/Licenciatura) | CN | Darcy Ribeiro,História (Bacharelado/Licenciatura) | CN | Diurno
2023-2025,2025,Darcy Ribeiro,História (Bacharelado/Licenciatura),Diurno,AC,AC,False,,,False,,47.472,96.499,2023-2025,2023,2025,6,História (Bacharelado/Licenciatura) | Darcy Ribeiro,História (Bacharelado/Licenciatura) | Diurno,História (Bacharelado/Licenciatura) | AC,História (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno,História (Bacharelado/Licenciatura) | AC | Darcy Ribeiro,História (Bacharelado/Licenciatura) | AC | Diurno
2023-2025,2025,Darcy Ribeiro,História (Licenciatura),Noturno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,-61.207,-26.631,2023-2025,2023,2025,6,História (Licenciatura) | Darcy Ribeiro,História (Licenciatura) | Noturno,História (Licenciatura) | EP_R2_NPPIQ,História (Licenciatura) | Darcy Ribeiro | Noturno,História (Licenciatura) | EP_R2_NPPIQ | Darcy Ribeiro,História (Licenciatura) | EP_R2_NPPIQ | Noturno
2023-2025,2025,Darcy Ribeiro,História (Licenciatura),Noturno,CN,CN,False,,NEGROS,False,,-27.164,-27.164,2023-2025,2023,2025,6,História (Licenciatura) | Darcy Ribeiro,História (Licenciatura) | Noturno,História (Licenciatura) | CN,História (Licenciatura) | Darcy Ribeiro | Noturno,História (Licenciatura) | CN | Darcy Ribeiro,História (Licenciatura) | CN | Noturno
2023-2025,2025,Darcy Ribeiro,História (Licenciatura),Noturno,AC,AC,False,,,False,,-85.388,45.426,2023-2025,2023,2025,6,História (Licenciatura) | Darcy Ribeiro,História (Licenciatura) | Noturno,História (Licenciatura) | AC,História (Licenciatura) | Darcy Ribeiro | Noturno,História (Licenciatura) | AC | Darcy Ribeiro,História (Licenciatura) | AC | Noturno
2023-2025,2025,Darcy Ribeiro,Japonês (Licenciatura),Noturno,AC,AC,False,,,False,,-83.555,-45.663,2023-2025,2023,2025,6,Japonês (Licenciatura) | Darcy Ribeiro,Japonês (Licenciatura) | Noturno,Japonês (Licenciatura) | AC,Japonês (Licenciatura) | Darcy Ribeiro | Noturno,Japonês (Licenciatura) | AC | Darcy Ribeiro,Japonês (Licenciatura) | AC | Noturno
2023-2025,2025,Darcy Ribeiro,Jornalismo (Bacharelado),Diurno,EP_R1_NPPIQ,EP_R1_NPPIQ,True,R1,NPPIQ,False,1.0,-37.174,-31.769,2023-2025,2023,2025,6,Jornalismo (Bacharelado) | Darcy Ribeiro,Jornalismo (Bacharelado) | Diurno,Jornalismo (Bacharelado) | EP_R1_NPPIQ,Jornalismo (Bacharelado) | Darcy Ribeiro | Diurno,Jornalismo (Bacharelado) | EP_R1_NPPIQ | Darcy Ribeiro,Jornalismo (Bacharelado) | EP_R1_NPPIQ | Diurno
